name,official_school_name,place_id,Number who sat the Leaving Cert in June 2017,UCD,TCD,DCU,UL,Maynooth University,NUIG,UCC,St. Angela’s,QUB,Ulster University,Blanchardstown IT,National College of Ireland,DIT,Tallaght,Athlone IT,CIT,Dundalk,Galway-Mayo IT,IADT,IT Carlow,IT Sligo,IT Tralee,IT Letterkenny,IT Limerick,IT Waterford,Marino Institute of Education,Mary Immaculate,NCAD,RCSI,Griffith College,Dublin Business School,Irish College for Humanities and Applied Sciences,Total number (all years) who,  Totalprogression(allyears)to 
"Scoil Chonglais Post Primary, Baltinglass",Scoil Chonglais,ChIJf_FzfSGKZ0gRKFykY0L0J7s,82,2,2,3,1,5,7,1,0,0,0,0,0,5,1,0,0,0,1,0,18,0,0,1,1,3,1,0,0,0,0,0,0,52,0.63
"Arklow CBS, Coolgreaney Road, Arklow ",St Kevins Arklow CBS,ChIJt-pbruHDZ0gRVf7ahGarbdI,71,9,0,3,3,1,1,0,0,0,0,0,0,8,1,2,1,1,0,3,6,0,0,0,1,0,0,1,1,0,2,1,0,45,0.63
"Avondale Community College, Rathdrum",Avondale Community College,ChIJFyReFla-Z0gRQTAefBj_44w,96,8,2,4,5,2,4,0,0,0,0,1,0,7,0,1,0,0,4,2,8,0,2,1,0,8,0,0,0,0,0,0,0,59,0.61
"Coláiste Chill Mhantáin, Burkeen, Wicklow",Coláiste Chill Mhantain,ChIJk2PVHa-wZ0gRNlXYVYJw1wA,104,7,5,2,1,0,1,0,1,0,0,0,0,19,3,1,0,0,0,10,2,2,2,0,0,2,0,1,0,0,0,0,0,59,0.57
"Community College, Blessington, Naas Road ",Blessington Community College,ChIJ6zfn0yadZ0gR5k_880-xu9g,57,2,2,1,1,6,0,0,0,0,0,0,0,6,7,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,1,0,0,31,0.54
"Glenart College, Coolgreaney Road, Arklow, County Wicklow",Glenart College,ChIJsyWBON7DZ0gR3eifbmrD4U8,35,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,5,0,0,1,2,6,0,0,0,0,0,0,0,18,0.51
"St Brendan’s College, Woodbrook, Bray",Woodbrook College,ChIJg8GAkAuoZ0gRWZBtekSdxCM,47,5,1,0,0,1,0,0,0,0,0,0,3,4,4,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,1,0,0,24,0.51
"St Kilian’s Community School, Ballywaltrim, Bray",St Kilian's Community School,ChIJC4bK-SumZ0gRqoA-NsumB7U,74,6,1,0,0,0,0,0,0,0,0,0,2,10,2,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,28,0.38
Loreto Secondary School,Loreto Secondary School,ChIJ9wWO63A6XUgRljM8QXTe8aU,202,33,27,43,0,20,1,0,0,1,0,5,6,15,0,0,0,17,0,3,2,1,0,1,1,4,2,0,12,3,3,2,0,202,1
Loreto Secondary School,Loreto Secondary School,ChIJ9wWO63A6XUgRljM8QXTe8aU,81,39,13,7,0,0,0,1,0,0,0,0,1,18,1,0,0,2,0,5,0,0,0,0,0,0,1,0,2,0,0,1,0,91,1.12
St Marys Secondary School,St. Mary C.S.S.,ChIJ_VXLhU_E1YkR1NYY8ENoYRc,54,6,0,9,0,1,1,0,0,0,0,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,0.56
Blackrock College,Blackrock College,ChIJUVrVbdAIZ0gRC3qozmRomPQ,200,97,33,9,1,3,8,2,0,0,0,0,2,39,0,0,0,0,0,11,1,0,0,0,1,3,0,0,1,0,1,5,0,217,1.09
Oatlands College,Oatlands College,ChIJyVhLCB8JZ0gRci3lk7cDeFQ,82,22,6,6,0,1,0,1,0,0,0,0,0,21,1,0,0,1,0,7,1,0,0,0,0,0,0,0,0,0,2,3,0,72,0.88
Dominican College,Dominican College,ChIJjz9n-2vpwokR37OHgOWliw8,64,8,4,2,0,1,3,0,0,0,0,1,4,18,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,45,0.7
Rathdown School,Rathdown School,ChIJfdBx3CwGZ0gR2xPZc_h2D1E,36,22,18,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,51,1.42
Clonkeen College,Clonkeen College,ChIJZzaAiGMIZ0gRozqf8i7vMnU,85,25,3,8,0,0,0,0,0,0,0,0,2,23,2,0,0,0,1,18,0,0,0,0,0,0,1,0,0,0,2,0,0,85,1
Castleknock College,Castleknock College,ChIJmRJw4zgNZ0gRMDnnNkBFwjw,98,17,18,11,1,23,3,0,0,0,0,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,86,0.88
Mount Sackville Secondary School,Mount Sackville Secondary School,ChIJ1X9-8iINZ0gR7AigGVmqJV4,85,22,16,14,0,18,0,0,0,0,0,1,0,7,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,1,0,1,0,87,1.02
Moyle Park College,Moyle Park College,ChIJecLek0NzZ0gRkGMn9qKml-g,105,2,5,7,0,12,0,0,0,0,0,0,9,13,22,1,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,76,0.72
Coláiste Bride,"Coláiste Bríde, Enniscorthy",ChIJp8I9dY0AaEgRbGeWqnWlz34,141,9,7,12,0,35,1,0,1,0,0,2,5,5,25,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,1,0,108,0.77
Mount Anville Secondary School,Mount Anville Secondary School,ChIJbTfkYXkWW0gR2fGykkibNxA,100,64,17,3,1,1,1,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,102,1.02
Notre Dame Secondary School,Notre Dame Catholic Secondary School,ChIJ3yAjCXwWK4gRtPvysC1r9Mw,109,42,21,8,1,7,0,0,0,0,0,0,0,22,3,0,0,0,0,4,0,0,0,1,0,0,2,0,2,0,1,1,0,115,1.06
Notre Dame Secondary School,Notre Dame Catholic Secondary School,ChIJ3yAjCXwWK4gRtPvysC1r9Mw,20,8,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.8
Christian Brothers College,Christian Brothers College High School,ChIJsaOcPKXS2IcRykW5q-OR7ic,81,31,10,4,0,1,0,0,0,0,0,0,2,25,0,0,0,1,2,9,0,0,0,0,0,0,0,0,0,0,1,2,0,88,1.09
Loreto College,Loreto College,ChIJA0Z0Pvqxe0gRBdo-LyrY-Ho,77,5,8,1,0,7,0,0,0,0,0,3,2,12,8,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,50,0.65
Holy Child Secondary School,Holy Child Academy,ChIJZQDolvyGwokROfyb5axLvlg,31,1,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,10,0.32
St Laurence College,St. Lawrence College,ChIJf63aEWar0kwRRKgOeB_cRHs,46,1,2,0,1,0,0,1,0,0,0,0,1,3,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,16,0.35
St Josephs College,St. Joseph’s College New York,ChIJ0X-GD7lbwokRk95GVJ4WAlU,135,10,21,7,0,31,1,0,2,0,0,1,6,14,7,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,107,0.79
Coláiste Phádraig CBS,Coláiste Phádraig,ChIJ-eKNHvpyZ0gRWhvfJ9hcIfI,107,2,4,4,0,19,0,0,0,0,0,5,4,17,9,1,0,1,0,2,0,0,1,0,1,0,0,0,1,1,0,2,0,74,0.69
The Kings Hospital,The King's Hospital School,ChIJM4yv4NJyZ0gR38vZ__nPLsg,111,19,22,10,1,11,2,1,0,0,0,2,1,14,2,2,0,0,1,1,1,1,0,0,1,2,0,0,0,0,0,3,0,97,0.87
St Pauls College,St. Paul Elementary School,ChIJoTSHq8kMuIcRiyB1GAZDfoA,107,3,5,16,0,1,0,0,0,0,0,5,14,18,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,69,0.64
Manor House School,Frank Manor House,ChIJAQDcOjILlVQRicPF1EIaaTw,107,10,7,19,0,7,0,1,0,0,0,1,7,21,3,0,0,0,0,4,1,0,0,0,0,0,2,0,0,0,0,0,0,83,0.78
Da La Salle College,De La Salle College,ChIJQ9s4AVwzK4gRZSWb9zW7DGU,55,5,5,0,0,1,0,0,0,0,0,0,3,11,5,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1,0,36,0.65
St Columba's College,St Columba's College,ChIJp_Z9KxQ_dkgRNdlFogQ4DpM,55,5,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,19,0.35
Rockbrook Park School,Rockbrook Park School,ChIJi6JhIlQKZ0gRD37R_7jExS0,21,6,3,2,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,21,1
Sancta Maria College,Sancta Maria College,ChIJZyaRRfFMDW0Rk1KHCYjg_BU,69,8,4,2,0,8,0,0,0,0,0,1,5,13,11,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,0,1,0,60,0.87
Coláiste Éanna,Coláiste Éanna,ChIJX6wDLaMLZ0gRnFOe7dq6A7A,87,23,5,4,0,4,0,0,0,0,0,1,0,16,13,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,2,0,0,72,0.83
St Joseph's Secondary School,St. Joseph Secondary School,ChIJswBv5KtBK4gR-ok2P4uHh6Q,99,4,2,13,0,3,0,0,0,0,0,2,7,16,3,0,0,7,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,62,0.63
St Raphaela's Secondary School,St Raphaelas Secondary School,ChIJeUmiRhMJZ0gRxXjA827coLE,73,16,8,3,0,2,0,0,0,0,0,0,1,12,4,0,0,0,0,5,1,0,0,1,0,2,0,0,4,0,1,2,0,62,0.85
St. Fintan's High School,St Fintans High School,ChIJd_Nc6SMFZ0gReIvr5-tzH4w,117,18,15,26,0,2,1,0,0,0,0,1,9,26,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,105,0.9
Santa Sabina Dominican College,Santa Sabina Dominican College,ChIJt05F690EZ0gRoGGvRpEnJuw,101,15,16,24,1,0,0,0,0,0,0,3,5,18,1,0,0,3,0,1,0,0,0,0,0,1,4,0,1,0,0,2,0,95,0.94
Sutton Park School,Sutton Park School,ChIJBZdeX-UEZ0gRunCr2gJIye4,46,5,14,9,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,1,0,1,0,39,0.85
Coláiste Choilm,Colaiste Choilm,ChIJvzR5oHKSREgRpkwEt-UtHYI,81,1,3,11,1,0,0,0,0,0,0,7,19,12,2,0,0,6,0,0,1,2,0,0,0,0,0,0,0,0,2,1,0,68,0.84
St Vincents C.B.S. Glasnevin,St. Vincent's Secondary School,ChIJQWgiFdgNZ0gRhHsNhueRBcw,49,4,2,1,0,2,0,0,0,0,0,6,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,0.55
C.B.S. James Street,C.B.S James Street,ChIJz2GlbzkMZ0gRjAlaO-2MSNc,31,0,1,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0.29
Árdscoil Rís,Ardscoil Mhuire,ChIJWyqFIItcW0gR8viutXX04dM,43,0,0,3,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.28
St Pauls C.B.S.,WCCO - CBS,ChIJR2AzC5Yys1IRmbLYxo_9QoI,39,0,3,1,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.26
"Christian Brothers, Synge St.",Christian Brothers Secondary School,ChIJY0yM6x8MZ0gRaNcO_-4tkWs,43,0,5,0,0,0,0,0,0,0,0,1,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0.4
St. David's C.B.S.,St David's CBS,ChIJMxmZYMoPZ0gRbXbekWcJZBY,56,0,1,10,0,0,2,0,0,0,0,2,6,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,31,0.55
C.B.S. Westland Row,CBS Westland Row,ChIJ6fclDJEOZ0gRzisvsLddjNo,17,0,0,1,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,9,0.53
Marian College,Marian College - Los Angeles Campus,ChIJ6RJlZ3zHwoARklHO0_ynObE,69,2,3,0,0,2,1,0,0,0,0,0,3,8,1,1,0,1,1,6,0,0,0,0,0,0,0,0,0,0,1,2,0,32,0.46
Beneavin De La Salle College,Beneavin De La Salle College,ChIJK30SbvsNZ0gRtwlLvR9UtB4,79,0,3,2,0,0,0,0,0,0,0,11,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.28
Gonzaga College,Gonzaga University,ChIJ--96u-sYnlQR5we5eRYNFts,92,49,39,5,0,0,2,0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,111,1.21
Catholic University School,Columbus School of Law The Catholic University of America,ChIJ7WWZY-jHt4kRmy5b2EkPsfM,73,7,12,15,1,3,0,0,0,0,0,2,2,23,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,71,0.97
Chanel College,Chanel College,ChIJccNmklAOZ0gRSfc-y0rHgoo,104,0,3,6,0,0,1,0,0,0,0,8,8,12,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,44,0.42
St Marys College,St. Mary's College of Maryland,ChIJ3w4HnXHguYkROdsJO529Ijo,72,35,12,1,0,3,1,0,0,1,0,1,0,15,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,74,1.03
St Michaels College,St Michael's College,ChIJI6Jq6gl6ykwR5USDxH5sfH0,98,41,17,5,1,0,2,0,0,0,0,0,2,22,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,2,2,2,0,101,1.03
Templeogue College,Templeogue College,ChIJTf7MoOGZXUgRBYTgD0EubNs,106,28,11,10,0,3,0,0,0,0,0,0,3,30,14,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,104,0.98
Terenure College,Terenure College,ChIJE0L8A_ULZ0gRJjWBqEZZ6KQ,110,34,14,5,0,2,1,0,0,0,0,0,0,37,13,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,113,1.03
St Kevins College,St Kevin's College,ChIJoz6GAmtC1moRgv_EPvTe4sQ,81,1,1,12,0,1,0,0,0,0,0,10,4,12,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,46,0.57
St Conleths College,St Conleth's College,ChIJMzkwBLkOZ0gRA5h-cnVypzc,44,23,15,2,1,2,0,0,0,0,0,0,0,7,1,0,0,1,0,3,0,1,0,0,0,0,0,0,1,0,2,1,0,60,1.36
St Kilian's Deutsche Schule,St Kilian's German School,ChIJcY7zEjkJZ0gRFHH36MF-f88,47,19,8,0,0,2,2,0,0,0,0,1,0,6,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,43,0.91
Sandford Park School Ltd,Sandford Park School,ChIJEw-t4K8OZ0gRtXXrNoS5rUg,43,17,12,5,0,0,2,0,0,1,0,0,0,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,54,1.26
St Andrews College,St. Andrew's College,ChIJvxBRMmDRKogR40ot5_kspgA,124,59,45,3,3,0,1,0,0,0,0,2,0,18,1,0,1,0,1,10,0,0,0,0,0,0,0,0,7,0,0,4,0,155,1.25
St Patricks Cathedral G.S,St. Patrick's Cathedral Grammar School,ChIJhwYhMSEMZ0gRpW3MaWasXpw,23,3,3,2,0,0,1,0,0,0,0,3,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.78
The High School,Bartlesville High School,ChIJp2l43vETt4cRCUugFx04EM4,114,42,29,6,1,1,2,0,0,0,0,0,2,30,2,0,0,0,1,4,0,0,0,1,0,1,0,0,1,0,0,2,0,125,1.1
Dominican College,Dominican College,ChIJjz9n-2vpwokR37OHgOWliw8,107,6,23,46,0,1,1,1,0,0,0,3,5,10,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,102,0.95
Scoil Chaitriona,Scoil Chaitríona,ChIJBwXZZXIOZ0gR_EPT9uMQNL8,50,4,9,21,0,2,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,44,0.88
Muckross Park College,Muckross Park College,ChIJCTfuK7cOZ0gRb08clmT3ssQ,118,57,24,8,0,1,4,0,0,0,0,0,0,24,2,0,0,1,0,6,0,0,0,0,0,0,1,0,1,2,0,0,0,131,1.11
Saint Dominic's Secondary School,St. Dominic Catholic Secondary School,ChIJjcKTB-mGKk0RA28R6ZNJRSk,47,0,1,3,0,5,0,0,0,0,0,3,1,2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,24,0.51
St Dominics College,St Dominic's College,ChIJnQuO9oeFEmsR3nw5tvPzZYc,134,20,7,16,0,16,2,0,0,0,0,12,3,13,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,4,0,100,0.75
Caritas College,Caritas College,ChIJcTzQqRbevGoRerlMWzml5gE,24,3,0,1,0,4,0,0,0,0,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.63
St Michaels Secondary School,St. Michael Catholic Secondary School,ChIJEcRifXAfK4gRAgqTvJ-Dd28,78,1,1,6,0,6,0,0,0,0,0,7,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,34,0.44
Holy Faith Secondary School,Holy Faith Secondary School,ChIJVW-MeacPZ0gRiG5B8ZEvSbI,101,21,22,19,0,2,0,0,1,0,0,3,4,8,0,0,0,0,0,2,0,0,0,0,0,1,6,0,1,1,1,1,0,93,0.92
St Mary's Secondary School,St. Mary C.S.S.,ChIJ_VXLhU_E1YkR1NYY8ENoYRc,127,2,13,24,0,11,0,0,0,0,0,2,7,14,2,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,82,0.65
St Marys Secondary School,St. Mary C.S.S.,ChIJ_VXLhU_E1YkR1NYY8ENoYRc,55,3,1,4,0,2,0,0,0,0,0,2,7,4,0,0,0,1,1,0,0,0,1,0,0,0,2,0,1,0,0,2,0,31,0.56
Presentation College,Presentation College,ChIJi5bxbVFE0lIRGFsaaJVm4t4,30,0,0,2,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10,0.33
Loreto College,Loreto College,ChIJA0Z0Pvqxe0gRBdo-LyrY-Ho,111,6,8,30,0,3,0,0,0,0,0,6,5,20,0,0,0,5,0,0,0,1,0,0,0,1,2,0,0,1,0,1,0,89,0.8
Loreto College,Loreto College,ChIJA0Z0Pvqxe0gRBdo-LyrY-Ho,85,24,24,13,1,3,1,1,0,0,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,2,0,83,0.98
Maryfield College,Maryfield College,ChIJHes9v0YOZ0gRVi-0ty5whoQ,123,11,7,29,1,6,0,2,1,0,0,1,11,10,0,1,0,1,0,2,1,0,0,0,0,1,1,0,2,0,0,0,0,88,0.72
Rosary College,Dominican University,ChIJ2Tg3sdPKD4gRIxTOlGtrQyk,26,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.27
St Josephs Secondary School,St. Joseph Secondary School,ChIJswBv5KtBK4gR-ok2P4uHh6Q,24,0,3,1,0,2,0,0,0,0,0,2,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0.58
Assumption Secondary School,Assumption Catholic Secondary School,ChIJAyietDRgK4gRvHTj9Wt1u5M,64,7,4,4,0,4,0,0,0,0,0,2,1,0,5,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,34,0.53
Mount Carmel Secondary School,Our Lady of Mount Carmel Secondary School,ChIJQ1nTFTpqK4gREl4lQzlJocE,43,3,5,0,0,5,0,0,0,0,0,1,3,2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,25,0.58
Our Ladys School,Our Lady's School,ChIJg8QaSGRT2YARQhwHtLyrnts,106,23,11,10,1,11,0,1,0,0,0,0,0,21,11,0,0,1,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,97,0.92
Our Lady Of Mercy College,Our Lady of Mercy College,ChIJk0_su4tG1moRfh8BluunP3o,75,0,2,8,0,1,0,0,0,0,0,5,2,5,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,32,0.43
Mercy College Coolock,Mercy College,ChIJEZTUVsEPZ0gR0hSyaf94bpM,78,1,0,9,0,1,0,0,0,0,0,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,26,0.33
Mercy Secondary School,Mercy Secondary School,ChIJzQePNF8MZ0gRyD1ql9OBQQc,20,2,2,2,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.6
St Louis High School,Saint Louis Catholic High School,ChIJL3FGUS-EO4YROkV7suWRCVQ,100,17,15,3,1,4,2,0,0,0,0,0,4,13,7,0,0,0,1,7,0,0,0,0,0,0,1,0,2,1,0,0,0,78,0.78
Jesus and Mary College,Jesus and Mary College,ChIJMw5tmWkdDTkRhJsyb6mAIGA,47,9,7,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0,0,2,1,0,0,0,0,0,1,0,3,0,0,3,0,40,0.85
The Teresian School,The Teresian Junior School,ChIJHfzGRcsOZ0gRkww9E1MKUTc,31,15,8,2,0,1,2,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,35,1.13
St Pauls Secondary School,St. Paul Secondary School,ChIJE9SW9C1GK4gRcRF-LtQ1ApU,85,9,3,4,0,11,0,0,2,0,0,0,1,6,17,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,57,0.67
Alexandra College,Alexandra College,ChIJDXWDrlMJZ0gR6xv1PeH6JPs,85,37,14,0,1,0,2,1,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,4,0,2,0,74,0.87
Rosemont School,Rosemont Elementary School,ChIJlQO_chK2D4gR-dh88JOexcU,13,3,3,1,0,0,1,0,0,1,0,0,0,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,18,1.38
Wesley College,Wesley College,ChIJT5d3MVN7x4kRA5h1-CLuF9A,166,54,23,6,0,3,3,0,0,0,0,0,1,34,6,0,0,0,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,138,0.83
New Cross College,New Cross College,ChIJJXYia4YNZ0gR9bbiEPgvHnY,41,0,1,1,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.17
Grange Community College,Grange Community College,ChIJU4aN_FkFZ0gRnfEwg13Gq_0,24,0,0,1,0,0,0,0,0,0,0,5,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.54
Coláiste de hÍde,Colaiste de hIde,ChIJW7eUh1sLZ0gRGa5GkWH3cZY,46,1,1,2,1,2,0,0,1,0,0,4,0,3,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,0.63
"Deansrath Community College, Westbourne Rise, Clondalkin, Dublin 22",Deansrath Community College,ChIJt1kP7nJzZ0gRRRkJo8j2auw,45,0,2,2,0,3,0,0,0,0,0,0,1,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,0.42
"Collinstown Park Comm. College, Rowlagh, Clondalkin, Dublin 22",Collinstown Park Community College,ChIJxR6sRiRzZ0gRxO-ca2Edimk,69,1,0,0,0,1,0,0,0,0,0,1,1,1,17,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,25,0.36
St. Kevin's Community College,St. Kevin's Community College,ChIJnVy9wN5yZ0gRAX15Z6yzekY,40,0,0,1,0,3,0,0,0,0,0,1,0,5,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0.38
Lucan Community College,Lucan Community College,ChIJ-2l4F1NyZ0gRTC4slxmLohE,125,8,10,10,2,37,0,1,0,0,0,6,4,18,7,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,108,0.86
Castleknock Community College,Castleknock Community College,ChIJn_EUeLVyZ0gRBBEWEEzEnLU,171,14,17,32,1,44,1,0,0,0,0,25,2,18,3,2,0,1,0,1,1,0,0,0,0,0,2,0,4,0,3,1,0,172,1.01
Colaiste Ghleann na hAbhann,Cannot find the name,No Data,50,0,1,0,0,3,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.36
Coláiste Chillian,Coláiste Chilliain,ChIJcZe3wUFzZ0gR-MlkjgAeTP0,67,8,6,6,0,10,0,0,1,0,0,0,1,5,8,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,49,0.73
St Finians Community College,St Finian's Community College,ChIJkaocZOgQZ0gRLzSi0-Y6QTk,100,1,2,10,0,1,0,1,0,0,0,8,4,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,38,0.38
Fingal Community College,Fingal Community College.,ChIJM_uRoe4QZ0gR2bS_cASQudw,108,4,3,14,0,4,0,0,0,0,0,6,7,14,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,61,0.56
Greenhills College,"Greenhills College, Dublin - Secondary & Further Education",ChIJOaLpEGILZ0gRn5Jj26RwOPs,26,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0.46
Firhouse Community College,Firhouse Community College,ChIJGSRkyToLZ0gRsX3liejq3Do,108,9,3,2,0,4,0,0,0,0,0,1,0,20,15,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,60,0.56
Mount Seskin Community College,Mount Seskin Community College,ChIJl2RVIfJ0Z0gRLIdrCrkzKYs,41,1,0,1,0,3,0,0,0,0,0,2,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.46
St. Kevins College,St Kevin's College,ChIJoz6GAmtC1moRgv_EPvTe4sQ,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05
Coláiste Eoin,Coláiste Eoin,ChIJx9laoCcJZ0gRkeo4u0kos3s,15,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.13
Ringsend College,Ringsend College,ChIJcSY-luUOZ0gRSH0iqkCIp7Q,15,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0.53
Kylemore College,Kylemore Music College,ChIJnSyUROcMZ0gRL47Ra8_IBo0,22,0,1,0,0,6,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0.59
